"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","rt.sulfur.dioxide"
"1551",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,6
"1817",6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,5.8309518948453
"420",7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,5.74456264653803
"3313",5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,6
"1963",8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,3.3166247903554
"2276",7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,4,6.85565460040104
"1227",7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,5.3851648071345
"3193",8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,6.16441400296898
"740",6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,3.87298334620742
"2432",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,7.07106781186548
"849",8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,5.91607978309962
"3336",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,7.21110255092798
"4390",6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4,5.47722557505166
"4787",4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8,5.56776436283002
"2816",6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5,3.87298334620742
"3433",7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5,6.40312423743285
"3019",6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,5.74456264653803
"4269",5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,5.19615242270663
"1917",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,7.34846922834953
"4576",6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,5
"2615",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,4.47213595499958
"1864",6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,7.54983443527075
"4308",6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7,6
"4398",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,7.41619848709566
"3647",7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7,3.16227766016838
"2122",7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,6
"2246",7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,5.29150262212918
"3386",6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6,5.8309518948453
"2416",8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,4.79583152331272
"3485",6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,4.35889894354067
"3235",6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,4.69041575982343
"2910",6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,4.79583152331272
"1045",7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7,4.79583152331272
"610",7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,3.46410161513775
"3757",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,3.16227766016838
"3819",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,6
"3585",7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,3.74165738677394
"634",6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,6.70820393249937
"971",5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7,5
"3860",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,7.21110255092798
"2254",6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5,6.70820393249937
"2704",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,6.557438524302
"4779",5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,5.29150262212918
"2385",6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,3.74165738677394
"425",6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,6.85565460040104
"2581",7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5,6
"2661",6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,5.91607978309962
"1027",6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,6.85565460040104
"3407",5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,5
"1191",7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,3.16227766016838
"888",6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,5.8309518948453
"1495",7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8,6.48074069840786
"1137",6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,8.36660026534076
"3242",5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7,4.35889894354067
"677",5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,6.92820323027551
"2081",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,3.16227766016838
"4227",5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7,8.12403840463596
"3510",6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,8.12403840463596
"1528",7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,6.92820323027551
"1268",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,6.70820393249937
"4735",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,5.56776436283002
"4472",6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,4.89897948556636
"1265",7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,3.87298334620742
"1988",8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,7.54983443527075
"1785",6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,7.34846922834953
"2397",8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,5
"2345",7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,4.58257569495584
"2059",7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5,6.70820393249937
"4213",6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,3.60555127546399
"1909",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,5.09901951359278
"3109",7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,5.74456264653803
"3123",5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6,5.56776436283002
"926",6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,3.60555127546399
"4074",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,3.3166247903554
"4196",7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,4.89897948556636
"3766",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,7.68114574786861
"3231",6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,7.74596669241483
"606",6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,5.8309518948453
"3825",7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,5.56776436283002
"3731",6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,7.61577310586391
"3007",6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,8.60232526704263
"3789",6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,7.28010988928052
"1222",5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,7.07106781186548
"519",5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4.47213595499958
"3564",7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,4.79583152331272
"3888",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4.58257569495584
"2312",7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,6.6332495807108
"1292",7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,7.34846922834953
"190",6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,7.34846922834953
"4635",5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,7
"1789",8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,6.08276253029822
"4737",6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,3.60555127546399
"2453",7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,5.91607978309962
"4435",7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,4.24264068711928
"1205",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3.16227766016838
"4468",6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,6.32455532033676
"1271",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,6.70820393249937
"2068",7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,5.09901951359278
"4450",6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6,7.14142842854285
"586",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,5.09901951359278
"739",7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7,6.32455532033676
"3921",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,4.89897948556636
"2010",8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7,5.19615242270663
"1232",7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,6.32455532033676
"3171",7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6,7.93725393319377
"1563",7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,5.09901951359278
"3965",7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,7.81024967590665
"1023",6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,7.34846922834953
"3706",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,5.09901951359278
"171",7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,5.3851648071345
"2496",6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5,6.70820393249937
"1066",8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,5.65685424949238
"2305",7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,3.87298334620742
"1260",6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6,8
"2085",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,6.85565460040104
"3841",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,4.89897948556636
"370",7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,5.09901951359278
"1084",7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,6.557438524302
"3791",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,7.21110255092798
"4112",5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,4.24264068711928
"4224",5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,2.44948974278318
"570",6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,6.6332495807108
"4018",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,5.65685424949238
"2307",5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5,4.24264068711928
"2814",5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,5
"2535",6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7,4.35889894354067
"787",7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,5.56776436283002
"4462",7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6,5.3851648071345
"3170",5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,5.29150262212918
"227",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,6.40312423743285
"4387",6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,7.34846922834953
"13",7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5,4
"3113",7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4.89897948556636
"1518",8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,7.21110255092798
"127",7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5,5.3851648071345
"903",6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5,7.93725393319377
"4411",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,5.91607978309962
"3406",5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3.74165738677394
"633",6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,4
"2527",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,5.91607978309962
"1624",7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,4.69041575982343
"972",6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4.89897948556636
"3370",7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,5.65685424949238
"3115",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,6.08276253029822
"2776",7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,6.08276253029822
"3492",8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,4.89897948556636
"4614",5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,6.48074069840786
"1195",6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,6,6
"3568",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,4.47213595499958
"1626",6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,6.08276253029822
"3306",6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,5.74456264653803
"2961",7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,6.40312423743285
"2616",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,6.85565460040104
"3876",7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,6.70820393249937
"2832",6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,5.56776436283002
"3272",6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,5.19615242270663
"921",7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,7.68114574786861
"3693",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,4.35889894354067
"4678",6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,6.08276253029822
"3179",7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6,4.79583152331272
"1244",7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,5.91607978309962
"2052",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,6.40312423743285
"4086",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,3.74165738677394
"176",6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,7.07106781186548
"3610",7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,5.19615242270663
"4201",8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,5.29150262212918
"1169",7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5,4.58257569495584
"1930",8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,6.78232998312527
"1184",6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6,5.74456264653803
"2231",7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,6.70820393249937
"3307",6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,6.40312423743285
"266",6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,6
"4429",6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,5.74456264653803
"1003",6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6,7.74596669241483
"2302",6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,5,5
"4080",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,5.19615242270663
"2575",6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5,8.36660026534076
"2462",8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,3.3166247903554
"214",6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,5.56776436283002
"669",6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,6.08276253029822
"3364",6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,6.85565460040104
"3852",5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,5.65685424949238
"3086",8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,4.89897948556636
"4245",7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,6.6332495807108
"3773",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,7.28010988928052
"3597",6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,7.41619848709566
"4726",6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6,5.74456264653803
"1149",7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,5.3851648071345
"4424",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,4.89897948556636
"4890",4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,5.8309518948453
"3473",6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,4.89897948556636
"187",6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,7
"1011",7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,5
"4683",6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,3.87298334620742
"1198",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,6.67083203206317
"711",6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,7.14142842854285
"2954",6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,2.82842712474619
"714",6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5,7.54983443527075
"548",7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6,3.16227766016838
"4698",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,5.3851648071345
"1676",6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5,8.06225774829855
"4493",6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,4.12310562561766
"134",6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,6.78232998312527
"2843",5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,4.79583152331272
"160",5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,6.557438524302
"458",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,5.09901951359278
"4897",5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7,4.47213595499958
"4851",7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,8.18535277187245
"2598",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,7.48331477354788
"424",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,6.08276253029822
"4488",6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,5.65685424949238
"1741",6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,4.79583152331272
"3748",6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,8.18535277187245
"1604",5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,3.16227766016838
"959",6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,5
"4251",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,6.6332495807108
"3097",6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,4.35889894354067
"1698",6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6,6.2449979983984
"3694",6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,5.74456264653803
"3953",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,5.8309518948453
"2833",6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,3.60555127546399
"2203",7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,7.28010988928052
"1605",6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,6.2449979983984
"2087",8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,5,4.12310562561766
"4032",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,3.87298334620742
"2011",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,4.47213595499958
"3674",5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,5
"4160",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.74456264653803
"4378",6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,5.65685424949238
"2942",7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,3.74165738677394
"2196",6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,3.60555127546399
"785",7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,6.85565460040104
"678",5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,4.79583152331272
"4590",5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,5.56776436283002
"1801",7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,7.54983443527075
"4231",6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,3.16227766016838
"4053",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,6.70820393249937
"1560",8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,3.74165738677394
"4767",6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,5.29150262212918
"781",6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,2.64575131106459
"84",7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,6.48074069840786
"2563",6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,3.3166247903554
"675",6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,7.54983443527075
"4624",6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,4.47213595499958
"2216",8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,5.65685424949238
"47",6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,7.93725393319377
"4339",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,6.70820393249937
"1348",8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,5.91607978309962
"4376",6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6,6.32455532033676
"3258",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.2449979983984
"865",4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5,5.8309518948453
"3327",6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,7.87400787401181
"1894",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,6.32455532033676
"3108",7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,5.56776436283002
"868",7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8,6.40312423743285
"1997",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,6.85565460040104
"4521",5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,7.41619848709566
"4170",6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7,6.70820393249937
"631",7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,5.91607978309962
